id,time_of_event,time_of_alert,label,vid_path,event_frame,tensor_path
00000,20.76,19.136,1,data/00000.mp4,7,train_tensor/00000.pt
00004,19.367,19.167,1,data/00004.mp4,7,train_tensor/00004.pt
00005,20.874,20.809,1,data/00005.mp4,7,train_tensor/00005.pt
00006,19.233,17.133,1,data/00006.mp4,7,train_tensor/00006.pt
00007,21.2,19.5,1,data/00007.mp4,7,train_tensor/00007.pt
00008,19.267,19.233,1,data/00008.mp4,7,train_tensor/00008.pt
00010,20.9,18.533,1,data/00010.mp4,7,train_tensor/00010.pt
00013,20.567,18.6,1,data/00013.mp4,7,train_tensor/00013.pt
00015,19.7,17.667,1,data/00015.mp4,7,train_tensor/00015.pt
00016,19.771,17.861,1,data/00016.mp4,7,train_tensor/00016.pt
00017,19.2,17.2,1,data/00017.mp4,7,train_tensor/00017.pt
00018,20.683,20.367,1,data/00018.mp4,7,train_tensor/00018.pt
00019,19.896,19.341,1,data/00019.mp4,7,train_tensor/00019.pt
00021,20.033,18.767,1,data/00021.mp4,7,train_tensor/00021.pt
00022,19.433,18.267,1,data/00022.mp4,7,train_tensor/00022.pt
00023,19.9,18.967,1,data/00023.mp4,7,train_tensor/00023.pt
00024,20.533,19.567,1,data/00024.mp4,7,train_tensor/00024.pt
00026,9.796,6.997,1,data/00026.mp4,8,train_tensor/00026.pt
00027,19.567,17.8,1,data/00027.mp4,7,train_tensor/00027.pt
00028,19.929,17.74,1,data/00028.mp4,7,train_tensor/00028.pt
00032,19.533,19.233,1,data/00032.mp4,7,train_tensor/00032.pt
00036,22.174,21.412,1,data/00036.mp4,8,train_tensor/00036.pt
00037,20.533,19.633,1,data/00037.mp4,7,train_tensor/00037.pt
00039,19.067,17.6,1,data/00039.mp4,7,train_tensor/00039.pt
00040,18.433,17.4,1,data/00040.mp4,7,train_tensor/00040.pt
00042,19.465,17.766,1,data/00042.mp4,7,train_tensor/00042.pt
00043,9.263,8.863,1,data/00043.mp4,7,train_tensor/00043.pt
00047,19.567,18.4,1,data/00047.mp4,7,train_tensor/00047.pt
00048,9.863,9.496,1,data/00048.mp4,7,train_tensor/00048.pt
00049,19.399,18.264,1,data/00049.mp4,7,train_tensor/00049.pt
00054,19.3,17.767,1,data/00054.mp4,7,train_tensor/00054.pt
00056,19.4,18.9,1,data/00056.mp4,7,train_tensor/00056.pt
00057,20.317,19.133,1,data/00057.mp4,7,train_tensor/00057.pt
00058,19.149,18.071,1,data/00058.mp4,7,train_tensor/00058.pt
00059,18.933,18.6,1,data/00059.mp4,7,train_tensor/00059.pt
00061,18.833,16.733,1,data/00061.mp4,7,train_tensor/00061.pt
00062,18.867,17.8,1,data/00062.mp4,7,train_tensor/00062.pt
00063,19.55,17.8,1,data/00063.mp4,7,train_tensor/00063.pt
00064,8.167,7.567,1,data/00064.mp4,6,train_tensor/00064.pt
00065,19.0,17.567,1,data/00065.mp4,7,train_tensor/00065.pt
00068,19.9,16.733,1,data/00068.mp4,7,train_tensor/00068.pt
00074,20.233,18.967,1,data/00074.mp4,7,train_tensor/00074.pt
00077,19.964,17.645,1,data/00077.mp4,7,train_tensor/00077.pt
00078,18.933,18.0,1,data/00078.mp4,7,train_tensor/00078.pt
00079,20.3,19.3,1,data/00079.mp4,7,train_tensor/00079.pt
00081,18.667,18.533,1,data/00081.mp4,7,train_tensor/00081.pt
00082,20.167,17.433,1,data/00082.mp4,7,train_tensor/00082.pt
00084,20.354,18.46,1,data/00084.mp4,7,train_tensor/00084.pt
00085,18.967,18.567,1,data/00085.mp4,7,train_tensor/00085.pt
00086,19.4,15.9,1,data/00086.mp4,7,train_tensor/00086.pt
00089,20.367,19.299,1,data/00089.mp4,7,train_tensor/00089.pt
00093,9.933,7.533,1,data/00093.mp4,8,train_tensor/00093.pt
00095,9.531,8.831,1,data/00095.mp4,7,train_tensor/00095.pt
00096,20.487,19.699,1,data/00096.mp4,7,train_tensor/00096.pt
00097,19.949,19.916,1,data/00097.mp4,7,train_tensor/00097.pt
00098,19.11,16.823,1,data/00098.mp4,7,train_tensor/00098.pt
00100,18.467,17.233,1,data/00100.mp4,7,train_tensor/00100.pt
00102,18.067,16.833,1,data/00102.mp4,6,train_tensor/00102.pt
00103,20.467,19.4,1,data/00103.mp4,7,train_tensor/00103.pt
00104,20.783,20.133,1,data/00104.mp4,7,train_tensor/00104.pt
00105,20.1,19.267,1,data/00105.mp4,7,train_tensor/00105.pt
00106,18.1,16.9,1,data/00106.mp4,6,train_tensor/00106.pt
00108,19.3,18.233,1,data/00108.mp4,7,train_tensor/00108.pt
00109,20.133,16.167,1,data/00109.mp4,7,train_tensor/00109.pt
00110,19.164,16.087,1,data/00110.mp4,6,train_tensor/00110.pt
00111,19.783,18.167,1,data/00111.mp4,7,train_tensor/00111.pt
00112,18.967,17.433,1,data/00112.mp4,7,train_tensor/00112.pt
00114,20.0,18.367,1,data/00114.mp4,7,train_tensor/00114.pt
00117,19.133,18.967,1,data/00117.mp4,7,train_tensor/00117.pt
00118,20.333,19.4,1,data/00118.mp4,7,train_tensor/00118.pt
00121,19.3,18.733,1,data/00121.mp4,7,train_tensor/00121.pt
00122,20.217,19.448,1,data/00122.mp4,7,train_tensor/00122.pt
00123,19.467,18.133,1,data/00123.mp4,7,train_tensor/00123.pt
00125,20.624,19.873,1,data/00125.mp4,7,train_tensor/00125.pt
00127,18.117,16.419,1,data/00127.mp4,6,train_tensor/00127.pt
00128,19.267,18.333,1,data/00128.mp4,7,train_tensor/00128.pt
00129,20.567,19.733,1,data/00129.mp4,7,train_tensor/00129.pt
00131,19.581,18.645,1,data/00131.mp4,7,train_tensor/00131.pt
00132,20.167,19.267,1,data/00132.mp4,7,train_tensor/00132.pt
00133,19.903,18.276,1,data/00133.mp4,7,train_tensor/00133.pt
00136,19.15,16.507,1,data/00136.mp4,7,train_tensor/00136.pt
00142,20.921,19.486,1,data/00142.mp4,7,train_tensor/00142.pt
00143,20.074,18.929,1,data/00143.mp4,7,train_tensor/00143.pt
00145,17.4,15.233,1,data/00145.mp4,6,train_tensor/00145.pt
00147,19.517,18.367,1,data/00147.mp4,6,train_tensor/00147.pt
00148,19.233,17.3,1,data/00148.mp4,7,train_tensor/00148.pt
00151,20.32,18.252,1,data/00151.mp4,7,train_tensor/00151.pt
00152,20.091,18.621,1,data/00152.mp4,7,train_tensor/00152.pt
00153,20.554,17.651,1,data/00153.mp4,7,train_tensor/00153.pt
00155,19.221,17.31,1,data/00155.mp4,7,train_tensor/00155.pt
00157,19.294,17.596,1,data/00157.mp4,7,train_tensor/00157.pt
00158,22.867,20.733,1,data/00158.mp4,8,train_tensor/00158.pt
00160,19.833,17.567,1,data/00160.mp4,7,train_tensor/00160.pt
00162,19.983,19.95,1,data/00162.mp4,7,train_tensor/00162.pt
00163,18.758,17.613,1,data/00163.mp4,7,train_tensor/00163.pt
00164,10.226,9.093,1,data/00164.mp4,8,train_tensor/00164.pt
00167,20.0,18.233,1,data/00167.mp4,7,train_tensor/00167.pt
00169,19.903,18.742,1,data/00169.mp4,7,train_tensor/00169.pt
00170,21.133,20.0,1,data/00170.mp4,7,train_tensor/00170.pt
00172,18.433,17.8,1,data/00172.mp4,6,train_tensor/00172.pt
00173,9.263,6.397,1,data/00173.mp4,7,train_tensor/00173.pt
00174,20.0,19.0,1,data/00174.mp4,7,train_tensor/00174.pt
00175,19.052,17.851,1,data/00175.mp4,7,train_tensor/00175.pt
00177,19.667,19.067,1,data/00177.mp4,7,train_tensor/00177.pt
00179,20.0,18.967,1,data/00179.mp4,7,train_tensor/00179.pt
00181,20.049,17.934,1,data/00181.mp4,9,train_tensor/00181.pt
00183,19.467,17.8,1,data/00183.mp4,7,train_tensor/00183.pt
00184,21.633,21.5,1,data/00184.mp4,7,train_tensor/00184.pt
00187,20.38,20.347,1,data/00187.mp4,7,train_tensor/00187.pt
00188,20.052,19.477,1,data/00188.mp4,7,train_tensor/00188.pt
00189,20.335,18.098,1,data/00189.mp4,7,train_tensor/00189.pt
00190,18.867,15.867,1,data/00190.mp4,6,train_tensor/00190.pt
00192,19.5,17.567,1,data/00192.mp4,7,train_tensor/00192.pt
00194,20.329,17.29,1,data/00194.mp4,7,train_tensor/00194.pt
00195,19.933,19.3,1,data/00195.mp4,7,train_tensor/00195.pt
00199,9.225,7.726,1,data/00199.mp4,7,train_tensor/00199.pt
00200,19.132,17.206,1,data/00200.mp4,7,train_tensor/00200.pt
00202,19.633,18.167,1,data/00202.mp4,7,train_tensor/00202.pt
00206,20.733,17.467,1,data/00206.mp4,7,train_tensor/00206.pt
00207,18.4,15.433,1,data/00207.mp4,7,train_tensor/00207.pt
00208,19.8,19.233,1,data/00208.mp4,6,train_tensor/00208.pt
00209,18.533,17.2,1,data/00209.mp4,7,train_tensor/00209.pt
00213,18.719,16.016,1,data/00213.mp4,7,train_tensor/00213.pt
00214,21.157,20.341,1,data/00214.mp4,7,train_tensor/00214.pt
00216,18.267,16.767,1,data/00216.mp4,6,train_tensor/00216.pt
00217,19.9,18.967,1,data/00217.mp4,7,train_tensor/00217.pt
00218,19.65,19.267,1,data/00218.mp4,7,train_tensor/00218.pt
00222,20.033,18.6,1,data/00222.mp4,7,train_tensor/00222.pt
00224,19.367,17.633,1,data/00224.mp4,7,train_tensor/00224.pt
00225,21.05,19.667,1,data/00225.mp4,7,train_tensor/00225.pt
00226,19.433,18.333,1,data/00226.mp4,7,train_tensor/00226.pt
00227,20.067,18.767,1,data/00227.mp4,7,train_tensor/00227.pt
00228,20.096,19.017,1,data/00228.mp4,7,train_tensor/00228.pt
00232,19.033,17.333,1,data/00232.mp4,7,train_tensor/00232.pt
00233,19.433,18.167,1,data/00233.mp4,7,train_tensor/00233.pt
00236,9.597,8.898,1,data/00236.mp4,7,train_tensor/00236.pt
00237,19.267,15.167,1,data/00237.mp4,7,train_tensor/00237.pt
00238,20.35,17.5,1,data/00238.mp4,7,train_tensor/00238.pt
00239,7.833,7.367,1,data/00239.mp4,6,train_tensor/00239.pt
00240,19.492,18.546,1,data/00240.mp4,7,train_tensor/00240.pt
00244,19.387,18.258,1,data/00244.mp4,7,train_tensor/00244.pt
00245,20.133,19.067,1,data/00245.mp4,7,train_tensor/00245.pt
00247,18.912,16.495,1,data/00247.mp4,6,train_tensor/00247.pt
00250,9.16,7.661,1,data/00250.mp4,7,train_tensor/00250.pt
00251,18.682,18.306,1,data/00251.mp4,6,train_tensor/00251.pt
00252,18.95,17.333,1,data/00252.mp4,7,train_tensor/00252.pt
00253,22.377,21.038,1,data/00253.mp4,8,train_tensor/00253.pt
00254,18.533,17.2,1,data/00254.mp4,6,train_tensor/00254.pt
00255,20.733,19.967,1,data/00255.mp4,7,train_tensor/00255.pt
00256,19.183,18.267,1,data/00256.mp4,7,train_tensor/00256.pt
00262,17.9,13.933,1,data/00262.mp4,7,train_tensor/00262.pt
00263,20.05,19.333,1,data/00263.mp4,7,train_tensor/00263.pt
00265,20.433,18.067,1,data/00265.mp4,7,train_tensor/00265.pt
00270,20.333,18.667,1,data/00270.mp4,7,train_tensor/00270.pt
00271,49.633,48.2,1,data/00271.mp4,12,train_tensor/00271.pt
00273,20.533,19.4,1,data/00273.mp4,7,train_tensor/00273.pt
00275,10.166,8.466,1,data/00275.mp4,8,train_tensor/00275.pt
00276,19.55,18.733,1,data/00276.mp4,7,train_tensor/00276.pt
00283,9.896,8.763,1,data/00283.mp4,8,train_tensor/00283.pt
00287,20.115,18.45,1,data/00287.mp4,7,train_tensor/00287.pt
00288,18.919,17.873,1,data/00288.mp4,8,train_tensor/00288.pt
00289,20.5,19.167,1,data/00289.mp4,7,train_tensor/00289.pt
00290,18.33,17.448,1,data/00290.mp4,6,train_tensor/00290.pt
00291,17.647,15.229,1,data/00291.mp4,6,train_tensor/00291.pt
00292,20.8,19.533,1,data/00292.mp4,7,train_tensor/00292.pt
00294,19.6,16.533,1,data/00294.mp4,7,train_tensor/00294.pt
00296,19.5,18.567,1,data/00296.mp4,7,train_tensor/00296.pt
00298,20.641,19.073,1,data/00298.mp4,7,train_tensor/00298.pt
00301,20.02,19.119,1,data/00301.mp4,7,train_tensor/00301.pt
00303,20.467,18.8,1,data/00303.mp4,7,train_tensor/00303.pt
00307,20.367,19.133,1,data/00307.mp4,7,train_tensor/00307.pt
00308,19.802,16.572,1,data/00308.mp4,7,train_tensor/00308.pt
00309,19.233,18.433,1,data/00309.mp4,7,train_tensor/00309.pt
00310,20.963,20.106,1,data/00310.mp4,7,train_tensor/00310.pt
00311,18.714,14.533,1,data/00311.mp4,6,train_tensor/00311.pt
00317,7.333,5.533,1,data/00317.mp4,5,train_tensor/00317.pt
00318,20.09,19.035,1,data/00318.mp4,7,train_tensor/00318.pt
00320,20.6,18.733,1,data/00320.mp4,7,train_tensor/00320.pt
00321,19.067,17.867,1,data/00321.mp4,7,train_tensor/00321.pt
00324,20.05,19.167,1,data/00324.mp4,7,train_tensor/00324.pt
00325,19.417,18.3,1,data/00325.mp4,7,train_tensor/00325.pt
00328,19.355,18.613,1,data/00328.mp4,7,train_tensor/00328.pt
00329,19.233,17.833,1,data/00329.mp4,7,train_tensor/00329.pt
00330,20.433,19.567,1,data/00330.mp4,7,train_tensor/00330.pt
00331,19.511,18.008,1,data/00331.mp4,7,train_tensor/00331.pt
00332,5.833,5.333,1,data/00332.mp4,3,train_tensor/00332.pt
00333,19.667,17.0,1,data/00333.mp4,7,train_tensor/00333.pt
00334,19.083,18.4,1,data/00334.mp4,7,train_tensor/00334.pt
00335,20.15,18.515,1,data/00335.mp4,7,train_tensor/00335.pt
00339,20.545,19.347,1,data/00339.mp4,7,train_tensor/00339.pt
00342,19.567,18.333,1,data/00342.mp4,7,train_tensor/00342.pt
00343,18.826,15.689,1,data/00343.mp4,7,train_tensor/00343.pt
00344,19.947,17.462,1,data/00344.mp4,7,train_tensor/00344.pt
00345,19.467,17.933,1,data/00345.mp4,6,train_tensor/00345.pt
00349,20.152,18.159,1,data/00349.mp4,7,train_tensor/00349.pt
00353,19.85,19.6,1,data/00353.mp4,7,train_tensor/00353.pt
00354,19.85,18.133,1,data/00354.mp4,7,train_tensor/00354.pt
00356,10.199,8.999,1,data/00356.mp4,8,train_tensor/00356.pt
00357,19.493,17.73,1,data/00357.mp4,7,train_tensor/00357.pt
00358,19.233,16.1,1,data/00358.mp4,7,train_tensor/00358.pt
00360,19.933,19.833,1,data/00360.mp4,7,train_tensor/00360.pt
00361,19.852,18.312,1,data/00361.mp4,7,train_tensor/00361.pt
00363,19.107,17.637,1,data/00363.mp4,6,train_tensor/00363.pt
00364,20.427,19.447,1,data/00364.mp4,7,train_tensor/00364.pt
00366,19.967,17.433,1,data/00366.mp4,7,train_tensor/00366.pt
00370,22.267,21.5,1,data/00370.mp4,7,train_tensor/00370.pt
00371,20.095,19.341,1,data/00371.mp4,7,train_tensor/00371.pt
00372,19.967,17.867,1,data/00372.mp4,7,train_tensor/00372.pt
00373,20.71,19.29,1,data/00373.mp4,7,train_tensor/00373.pt
00375,17.671,16.364,1,data/00375.mp4,6,train_tensor/00375.pt
00376,19.993,19.144,1,data/00376.mp4,7,train_tensor/00376.pt
00378,18.3,15.733,1,data/00378.mp4,6,train_tensor/00378.pt
00381,18.352,17.384,1,data/00381.mp4,6,train_tensor/00381.pt
00382,18.258,17.29,1,data/00382.mp4,7,train_tensor/00382.pt
00383,3.032,1.966,1,data/00383.mp4,2,train_tensor/00383.pt
00387,16.847,15.159,1,data/00387.mp4,6,train_tensor/00387.pt
00389,17.7,17.4,1,data/00389.mp4,6,train_tensor/00389.pt
00391,19.867,19.267,1,data/00391.mp4,7,train_tensor/00391.pt
00392,20.09,19.379,1,data/00392.mp4,7,train_tensor/00392.pt
00395,20.028,19.601,1,data/00395.mp4,7,train_tensor/00395.pt
00397,19.533,18.267,1,data/00397.mp4,7,train_tensor/00397.pt
00398,19.7,17.733,1,data/00398.mp4,7,train_tensor/00398.pt
00401,21.85,21.167,1,data/00401.mp4,8,train_tensor/00401.pt
00405,20.033,17.295,1,data/00405.mp4,7,train_tensor/00405.pt
00407,20.717,18.833,1,data/00407.mp4,7,train_tensor/00407.pt
00408,19.953,17.551,1,data/00408.mp4,9,train_tensor/00408.pt
00411,17.3,16.7,1,data/00411.mp4,6,train_tensor/00411.pt
00413,20.033,18.1,1,data/00413.mp4,7,train_tensor/00413.pt
00414,10.264,9.164,1,data/00414.mp4,8,train_tensor/00414.pt
00417,10.058,9.059,1,data/00417.mp4,8,train_tensor/00417.pt
00418,20.033,18.4,1,data/00418.mp4,7,train_tensor/00418.pt
00420,19.863,19.83,1,data/00420.mp4,7,train_tensor/00420.pt
00422,20.048,18.546,1,data/00422.mp4,7,train_tensor/00422.pt
00423,19.1,19.067,1,data/00423.mp4,7,train_tensor/00423.pt
00424,20.167,18.233,1,data/00424.mp4,7,train_tensor/00424.pt
00425,19.231,17.811,1,data/00425.mp4,6,train_tensor/00425.pt
00426,19.989,19.401,1,data/00426.mp4,7,train_tensor/00426.pt
00427,18.56,17.241,1,data/00427.mp4,7,train_tensor/00427.pt
00428,16.867,15.467,1,data/00428.mp4,6,train_tensor/00428.pt
00429,20.133,20.033,1,data/00429.mp4,7,train_tensor/00429.pt
00431,21.783,20.4,1,data/00431.mp4,8,train_tensor/00431.pt
00433,21.8,18.967,1,data/00433.mp4,8,train_tensor/00433.pt
00434,9.532,8.099,1,data/00434.mp4,7,train_tensor/00434.pt
00435,20.7,19.5,1,data/00435.mp4,7,train_tensor/00435.pt
00437,20.167,19.0,1,data/00437.mp4,7,train_tensor/00437.pt
00440,18.933,17.567,1,data/00440.mp4,7,train_tensor/00440.pt
00441,9.096,6.131,1,data/00441.mp4,7,train_tensor/00441.pt
00444,19.25,16.433,1,data/00444.mp4,7,train_tensor/00444.pt
00447,10.195,8.929,1,data/00447.mp4,8,train_tensor/00447.pt
00449,20.547,19.598,1,data/00449.mp4,7,train_tensor/00449.pt
00450,20.285,18.946,1,data/00450.mp4,7,train_tensor/00450.pt
00452,19.8,18.367,1,data/00452.mp4,7,train_tensor/00452.pt
00453,20.15,18.419,1,data/00453.mp4,7,train_tensor/00453.pt
00455,18.653,17.281,1,data/00455.mp4,7,train_tensor/00455.pt
00456,18.733,17.6,1,data/00456.mp4,7,train_tensor/00456.pt
00458,19.067,17.233,1,data/00458.mp4,7,train_tensor/00458.pt
00459,10.524,9.991,1,data/00459.mp4,8,train_tensor/00459.pt
00460,20.047,18.38,1,data/00460.mp4,7,train_tensor/00460.pt
00461,10.1,8.0,1,data/00461.mp4,8,train_tensor/00461.pt
00463,20.433,19.333,1,data/00463.mp4,7,train_tensor/00463.pt
00464,19.733,18.8,1,data/00464.mp4,7,train_tensor/00464.pt
00466,19.033,17.6,1,data/00466.mp4,7,train_tensor/00466.pt
00467,19.6,19.433,1,data/00467.mp4,7,train_tensor/00467.pt
00471,19.833,18.267,1,data/00471.mp4,7,train_tensor/00471.pt
00472,19.667,18.8,1,data/00472.mp4,7,train_tensor/00472.pt
00473,21.067,18.6,1,data/00473.mp4,7,train_tensor/00473.pt
00474,19.9,18.233,1,data/00474.mp4,7,train_tensor/00474.pt
00475,20.209,19.262,1,data/00475.mp4,7,train_tensor/00475.pt
00479,20.515,19.618,1,data/00479.mp4,7,train_tensor/00479.pt
00480,20.123,18.425,1,data/00480.mp4,7,train_tensor/00480.pt
00483,19.783,18.7,1,data/00483.mp4,7,train_tensor/00483.pt
00485,19.2,17.0,1,data/00485.mp4,7,train_tensor/00485.pt
00486,9.561,7.896,1,data/00486.mp4,8,train_tensor/00486.pt
00488,23.6,19.833,1,data/00488.mp4,8,train_tensor/00488.pt
